1049	4/seg_dash_track2_1.m4s
1100	4/seg_dash_track3_1.m4s
1100	4/seg_dash_track4_1.m4s
1100	4/seg_dash_track5_1.m4s
1100	4/seg_dash_track6_1.m4s
1100	4/seg_dash_track7_1.m4s
1100	4/seg_dash_track8_1.m4s
1100	4/seg_dash_track9_1.m4s
1100	4/seg_dash_track10_1.m4s
1100	4/seg_dash_track11_1.m4s
1100	4/seg_dash_track12_1.m4s
1100	4/seg_dash_track13_1.m4s
1100	4/seg_dash_track14_1.m4s
1100	4/seg_dash_track15_1.m4s
1100	4/seg_dash_track16_1.m4s
1100	4/seg_dash_track17_1.m4s
15084	4/seg_dash_track2_2.m4s
19992	4/seg_dash_track3_2.m4s
20728	4/seg_dash_track4_2.m4s
14072	4/seg_dash_track5_2.m4s
25562	4/seg_dash_track6_2.m4s
24141	4/seg_dash_track7_2.m4s
25048	4/seg_dash_track8_2.m4s
24968	4/seg_dash_track9_2.m4s
23028	4/seg_dash_track10_2.m4s
12625	4/seg_dash_track11_2.m4s
13652	4/seg_dash_track12_2.m4s
25049	4/seg_dash_track13_2.m4s
9262	4/seg_dash_track14_2.m4s
7757	4/seg_dash_track15_2.m4s
8894	4/seg_dash_track16_2.m4s
12763	4/seg_dash_track17_2.m4s
105015	4/seg_dash_track2_3.m4s
108216	4/seg_dash_track3_3.m4s
116719	4/seg_dash_track4_3.m4s
89437	4/seg_dash_track5_3.m4s
123907	4/seg_dash_track6_3.m4s
96699	4/seg_dash_track7_3.m4s
107857	4/seg_dash_track8_3.m4s
111699	4/seg_dash_track9_3.m4s
106121	4/seg_dash_track10_3.m4s
46278	4/seg_dash_track11_3.m4s
51472	4/seg_dash_track12_3.m4s
115414	4/seg_dash_track13_3.m4s
47462	4/seg_dash_track14_3.m4s
26720	4/seg_dash_track15_3.m4s
29326	4/seg_dash_track16_3.m4s
56003	4/seg_dash_track17_3.m4s
215053	4/seg_dash_track2_4.m4s
143662	4/seg_dash_track3_4.m4s
174099	4/seg_dash_track4_4.m4s
184129	4/seg_dash_track5_4.m4s
204777	4/seg_dash_track6_4.m4s
100462	4/seg_dash_track7_4.m4s
126368	4/seg_dash_track8_4.m4s
139692	4/seg_dash_track9_4.m4s
150035	4/seg_dash_track10_4.m4s
49729	4/seg_dash_track11_4.m4s
76706	4/seg_dash_track12_4.m4s
